bucket_key,context_json,created_at,error_code,error_message,error_stage,fiscal_date,id,imported_at,job_id,job_item_id,raw_payload,stock_id,symbol,trade_date,updated_at
financial_statements,"{""moduleName"":""incomeStatementHistory,incomeStatementHistoryQuarterly,balanceSheetHistory,balanceSheetHistoryQuarterly,cashflowStatementHistory,cashflowStatementHistoryQuarterly"",""requestUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=incomeStatementHistory%2CincomeStatementHistoryQuarterly%2CbalanceSheetHistory%2CbalanceSheetHistoryQuarterly%2CcashflowStatementHistory%2CcashflowStatementHistoryQuarterly&formatted=false&corsDomain=finance.yahoo.com"",""rawImportId"":""b544cdcb-f52a-499f-b68b-9894f795c019"",""requestType"":""financial_statements""}",2026-04-28T17:16:27.589+00:00,401,"Yahoo Finance did not return quote summary modules for ""RELIANCE.NS"".",fetch,,93a7cac3-a3d7-4a26-9c63-4e8e3880529b,2026-04-28T17:16:27.589+00:00,b6bda111-929f-4494-916f-b506d94db1e4,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""Invalid Crumb""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T17:16:27.589+00:00
quote_latest,"{""moduleName"":""quote"",""requestUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""rawImportId"":""8c1a1148-2574-4156-bf83-88da2ac7352f"",""requestType"":""quote_latest""}",2026-04-28T18:05:28.21+00:00,401,User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback,fetch,,9d2a32fa-52c9-4455-9406-c516c636a626,2026-04-28T18:05:28.21+00:00,36851626-dfbc-4d60-bf00-0d3bcdb0ff23,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T18:05:28.21+00:00
financial_statements,"{""itemKey"":""1e0fab79-e038-4b74-a135-af61999090cd:financial_statements"",""rowStatus"":""validated"",""actorEmail"":""amitbhawani@gmail.com"",""actionTaken"":""processing"",""duplicateMode"":""skip_existing_dates"",""importOnlyMissingData"":true}",2026-04-28T17:16:37.559+00:00,,"Yahoo Finance did not return quote summary modules for ""RELIANCE.NS"".",batch_worker,,9ef9f205-7e8e-4387-adce-f3e611ad0118,2026-04-28T17:16:37.559+00:00,f2f940aa-0ec5-47fe-965b-a663825564c2,,"{""sourceKey"":""RELIANCE.NS"",""targetKey"":""reliance-industries"",""batchJobId"":""f2f940aa-0ec5-47fe-965b-a663825564c2"",""batchItemId"":""e23ca1b2-cc66-4a42-bdbb-62ba1ac35340""}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T17:16:37.559+00:00
quote_statistics,"{""yahooSymbol"":""RELIANCE.NS""}",2026-04-28T17:16:02.073+00:00,,"Yahoo Finance did not return a quote result for ""RELIANCE.NS"".",normalize,,9f26a02d-2b2f-4a99-9181-97fa3c3459db,2026-04-28T17:16:02.073+00:00,ce60cbfb-9a39-4319-8083-dd3c09ef2ff3,,{},1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T17:16:02.073+00:00
quote_latest,"{""moduleName"":""quote"",""requestUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""rawImportId"":""c21b8b45-29b8-42db-a651-9644f59944ed"",""requestType"":""quote_latest""}",2026-04-28T18:05:23.725+00:00,401,User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback,fetch,,9f2ba502-ee95-4029-b9c0-890697de8f1b,2026-04-28T18:05:23.725+00:00,36851626-dfbc-4d60-bf00-0d3bcdb0ff23,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T18:05:23.725+00:00
financial_statements,"{""moduleName"":""incomeStatementHistory,incomeStatementHistoryQuarterly,balanceSheetHistory,balanceSheetHistoryQuarterly,cashflowStatementHistory,cashflowStatementHistoryQuarterly"",""requestUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=incomeStatementHistory%2CincomeStatementHistoryQuarterly%2CbalanceSheetHistory%2CbalanceSheetHistoryQuarterly%2CcashflowStatementHistory%2CcashflowStatementHistoryQuarterly&formatted=false&corsDomain=finance.yahoo.com"",""rawImportId"":""775d3860-836b-4332-8bd1-ca4048f5a30e"",""requestType"":""financial_statements""}",2026-04-28T18:05:57.267+00:00,401,Invalid Crumb,fetch,,a66e6659-10ed-42de-a80e-97fd667fb1eb,2026-04-28T18:05:57.267+00:00,b5566018-8d93-49b8-9428-867776813868,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""Invalid Crumb""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T18:05:57.267+00:00
quote_latest,"{""moduleName"":""quote"",""requestUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""rawImportId"":""399d64db-c9da-448f-8b7e-acb012647025"",""requestType"":""quote_latest""}",2026-04-28T17:16:01.478+00:00,401,"Yahoo Finance did not return a quote result for ""RELIANCE.NS"".",fetch,,a7feaddf-132a-467c-8609-2541a121f275,2026-04-28T17:16:01.478+00:00,ce60cbfb-9a39-4319-8083-dd3c09ef2ff3,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T17:16:01.478+00:00
quote_latest,"{""moduleName"":""quote"",""requestUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""rawImportId"":""1ee1fb2b-05d6-47c8-94be-13b5fb370a30"",""requestType"":""quote_latest""}",2026-04-28T18:05:33.82+00:00,401,User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback,fetch,,a88ae2a1-f505-42d1-b391-a1f2eb44cda6,2026-04-28T18:05:33.82+00:00,36851626-dfbc-4d60-bf00-0d3bcdb0ff23,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T18:05:33.82+00:00
valuation_statistics,"{""moduleName"":""summaryDetail,defaultKeyStatistics,financialData,price"",""requestUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=summaryDetail%2CdefaultKeyStatistics%2CfinancialData%2Cprice&formatted=false&corsDomain=finance.yahoo.com"",""rawImportId"":""04a8ddce-f77e-469c-8c5b-ed657f5e9992"",""requestType"":""quote_summary""}",2026-04-29T00:46:58.126+00:00,401,Invalid Crumb,fetch,,ab55e882-f317-4baa-af25-7627113aed79,2026-04-29T00:46:58.126+00:00,8305be7e-8b0c-420b-b25e-2784e0d44b42,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""Invalid Crumb""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-29T00:46:58.126+00:00
financial_statements,"{""moduleName"":""incomeStatementHistory,incomeStatementHistoryQuarterly,balanceSheetHistory,balanceSheetHistoryQuarterly,cashflowStatementHistory,cashflowStatementHistoryQuarterly"",""requestUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=incomeStatementHistory%2CincomeStatementHistoryQuarterly%2CbalanceSheetHistory%2CbalanceSheetHistoryQuarterly%2CcashflowStatementHistory%2CcashflowStatementHistoryQuarterly&formatted=false&corsDomain=finance.yahoo.com"",""rawImportId"":""119e225e-c4c9-418e-81ed-048f11285a51"",""requestType"":""financial_statements""}",2026-04-28T17:16:30.39+00:00,401,"Yahoo Finance did not return quote summary modules for ""RELIANCE.NS"".",fetch,,bf23d964-f4a2-4570-8e90-cc732aee809e,2026-04-28T17:16:30.39+00:00,b6bda111-929f-4494-916f-b506d94db1e4,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""Invalid Crumb""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T17:16:30.39+00:00
quote_latest,"{""moduleName"":""quote"",""requestUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""rawImportId"":""e73ad3de-7957-4715-9777-11d5da4865ef"",""requestType"":""quote_latest""}",2026-04-28T18:03:49.684+00:00,401,"Yahoo Finance did not return a quote result for ""RELIANCE.NS"".",fetch,,c132b8eb-72d9-49f6-82ac-ded984c79a61,2026-04-28T18:03:49.684+00:00,7ac9aec8-98a2-4f61-9d28-90efed21538d,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T18:03:49.684+00:00
financial_statements,"{""moduleName"":""incomeStatementHistory,incomeStatementHistoryQuarterly,balanceSheetHistory,balanceSheetHistoryQuarterly,cashflowStatementHistory,cashflowStatementHistoryQuarterly"",""requestUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=incomeStatementHistory%2CincomeStatementHistoryQuarterly%2CbalanceSheetHistory%2CbalanceSheetHistoryQuarterly%2CcashflowStatementHistory%2CcashflowStatementHistoryQuarterly&formatted=false&corsDomain=finance.yahoo.com"",""rawImportId"":""524e01f0-4467-4b84-810b-a5ead80d9720"",""requestType"":""financial_statements""}",2026-04-28T17:16:36.391+00:00,401,"Yahoo Finance did not return quote summary modules for ""RELIANCE.NS"".",fetch,,c62a25d8-49ab-4921-aed6-a62aa789213c,2026-04-28T17:16:36.391+00:00,b6bda111-929f-4494-916f-b506d94db1e4,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""Invalid Crumb""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T17:16:36.391+00:00
quote_latest,"{""moduleName"":""quote"",""requestUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""rawImportId"":""f66545cf-f622-4f0c-a7d4-8ee971f1e6c2"",""requestType"":""quote_latest""}",2026-04-28T17:16:48.99+00:00,401,"Yahoo Finance did not return a quote result for ""RELIANCE.NS"".",fetch,,c7d37fa6-3969-4d7a-9e8a-8cc2e82df985,2026-04-28T17:16:48.99+00:00,34dbf7ec-8bca-401d-a24b-017ca70e25c5,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T17:16:48.99+00:00
financial_statements,"{""moduleName"":""incomeStatementHistory,incomeStatementHistoryQuarterly,balanceSheetHistory,balanceSheetHistoryQuarterly,cashflowStatementHistory,cashflowStatementHistoryQuarterly"",""requestUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=incomeStatementHistory%2CincomeStatementHistoryQuarterly%2CbalanceSheetHistory%2CbalanceSheetHistoryQuarterly%2CcashflowStatementHistory%2CcashflowStatementHistoryQuarterly&formatted=false&corsDomain=finance.yahoo.com"",""rawImportId"":""302f97e1-aa39-4258-92a8-7bb038a7de94"",""requestType"":""financial_statements""}",2026-04-28T18:06:07.29+00:00,401,Invalid Crumb,fetch,,c8859d29-9183-41ab-81c6-3677fa2660f0,2026-04-28T18:06:07.29+00:00,b5566018-8d93-49b8-9428-867776813868,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""Invalid Crumb""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T18:06:07.29+00:00
financial_statements,"{""rawImportId"":null,""yahooSymbol"":""RELIANCE.NS""}",2026-04-28T17:16:36.982+00:00,,"Yahoo Finance did not return quote summary modules for ""RELIANCE.NS"".",normalize,,ca674584-aa6d-423a-a7ae-14d8b8c00618,2026-04-28T17:16:36.982+00:00,b6bda111-929f-4494-916f-b506d94db1e4,,{},1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T17:16:36.982+00:00
